Wavelength (nm),Averaged
1080.138,0.000111145
1080.134,0.000108568
1080.13,0.000101627
1080.126,0.000088711
1080.122,0.000105073
1080.118,0.000104021
1080.114,0.00010013
1080.11,0.000092838
1080.106,0.000100111
1080.102,0.000097255
1080.098,0.000099197
1080.094,0.000093739
1080.09,0.000108427
1080.086,0.000096171
1080.082,0.000088352
1080.078,0.000101974
1080.074,0.000096689
1080.07,0.000087866
1080.066,0.00009787
1080.062,0.000096934
1080.058,0.000086451
1080.054,0.000099219
1080.05,0.00009313
1080.046,0.0000938
1080.042,0.000086581
1080.038,0.00009334
1080.034,0.000102292
1080.03,0.000077679
1080.026,0.000080019
1080.022,0.000095725
1080.018,0.00010108
1080.014,0.000080043
1080.01,0.000083013
1080.006,0.000090614
1080.002,0.0000788
1079.998,0.000086918
1079.994,0.000090714
1079.99,0.000084131
1079.986,0.0001031
1079.982,0.000085091
1079.978,0.000097071
1079.974,0.000095149
1079.97,0.00008656
1079.966,0.0001031
1079.962,0.00008875
1079.958,0.00007909
1079.954,0.00008167
1079.95,0.000083827
1079.946,0.000070284
1079.942,0.000086078
1079.938,0.000086418
1079.934,0.000084318
1079.93,0.00008321
1079.926,0.000087883
1079.922,0.000072187
1079.918,0.000075604
1079.914,0.0000675
1079.91,0.000082922
1079.906,0.00007798
1079.902,0.00007334
1079.898,0.000078026
1079.894,0.00008778
1079.89,0.00007693
1079.886,0.000081993
1079.882,0.000066006
1079.878,0.000073954
1079.874,0.000072671
1079.87,0.000066091
1079.866,0.00006543
1079.862,0.000077458
1079.858,0.000077238
1079.854,0.000069147
1079.85,0.00006689
1079.846,0.000072653
1079.842,0.000070486
1079.838,0.00007307
1079.834,0.000077
1079.83,0.00007626
1079.826,0.000078063
1079.822,0.000078044
1079.818,0.000079861
1079.814,0.00006681
1079.81,0.000071159
1079.806,0.000072653
1079.802,0.000074365
1079.798,0.000074781
1079.794,0.000062179
1079.79,0.000062501
1079.786,0.000063792
1079.782,0.000054915
1079.778,0.000063414
1079.774,0.000066375
1079.77,0.000067027
1079.766,0.000073325
1079.762,0.000057008
1079.758,0.00007215
1079.754,0.000070663
1079.75,0.000076079
1079.746,0.000076616
1079.742,0.000074421
1079.738,0.000061054
1079.734,0.000058947
1079.73,0.000062756
1079.726,0.000061378
1079.722,0.00005819
1079.718,0.000070112
1079.714,0.000062965
1079.71,0.000052853
1079.706,0.000056755
1079.702,0.000056189
1079.698,0.000060736
1079.694,0.00005725
1079.69,0.000060003
1079.686,0.000054841
1079.682,0.00006152
1079.678,0.000055039
1079.674,0.000063161
1079.67,0.0000559
1079.666,0.000058741
1079.662,0.000070853
1079.658,0.000066123
1079.654,0.000055997
1079.65,0.000057701
1079.646,0.000057877
1079.642,0.000046428
1079.638,0.0000548
1079.634,0.000052966
1079.63,0.000055538
1079.626,0.000058475
1079.622,0.000061297
1079.618,0.000047194
1079.614,0.000058585
1079.61,0.000048445
1079.606,0.000049483
1079.602,0.000055624
1079.598,0.000063919
1079.594,0.000049262
1079.59,0.00005436
1079.586,0.000048709
1079.582,0.000058356
1079.578,0.000062176
1079.574,0.00006051
1079.57,0.000049976
1079.566,0.000064305
1079.562,0.000063042
1079.558,0.000036968
1079.554,0.000045855
1079.55,0.000054621
1079.546,0.000048326
1079.542,0.000054493
1079.538,0.000053341
1079.534,0.000048157
1079.53,0.0000469
1079.526,0.000048841
1079.522,0.00005318
1079.518,0.000048987
1079.514,0.000045161
1079.51,0.000058101
1079.506,0.000057941
1079.502,0.000046623
1079.498,0.000052862
1079.494,0.000045578
1079.49,0.000055458
1079.486,0.000050513
1079.482,0.000056548
1079.478,0.000045532
1079.474,0.000042201
1079.47,0.000027945
1079.466,0.000046759
1079.462,0.000053363
1079.458,0.00004382
1079.454,0.000055168
1079.45,0.00004437
1079.446,0.000047664
1079.442,0.000058692
1079.438,0.000046851
1079.434,0.000052383
1079.43,0.000053907
1079.426,0.000036795
1079.422,0.000052311
1079.418,0.000053517
1079.414,0.000041941
1079.41,0.000049019
1079.406,0.000047159
1079.402,0.000046411
1079.398,0.000051918
1079.394,0.000041136
1079.39,0.000043303
1079.386,0.00004757
1079.382,0.000039813
1079.378,0.000054251
1079.374,0.000023581
1079.37,0.000036003
1079.366,0.000037198
1079.362,0.00004945
1079.358,0.000049526
1079.354,0.000037919
1079.35,0.000040861
1079.346,0.000038198
1079.342,0.000034047
1079.338,0.000048737
1079.334,0.000047148
1079.33,0.000043015
1079.326,0.000045662
1079.322,0.000038485
1079.318,0.00003984
1079.314,0.000039738
1079.31,0.000044771
1079.306,0.000040193
1079.302,0.000045509
1079.298,0.000031046
1079.294,0.000046836
1079.29,0.00004109
1079.286,0.000033975
1079.282,0.000039287
1079.278,0.000045323
1079.274,0.000043124
1079.27,0.00005037
1079.266,0.000036234
1079.262,0.000047329
1079.258,0.000035237
1079.254,0.00003679
1079.25,0.00002569
1079.246,0.000046256
1079.242,0.000040173
1079.238,0.000037024
1079.234,0.000042173
1079.23,0.000036917
1079.226,0.000046656
1079.222,0.000035905
1079.218,0.000031784
1079.214,0.000053051
1079.21,0.000037071
1079.206,0.000034355
1079.202,0.000028856
1079.198,0.000033076
1079.194,0.000043
1079.19,0.000048511
1079.186,0.000035242
1079.182,0.00002985
1079.178,0.000028363
1079.174,0.000041591
1079.17,0.000039819
1079.166,0.000047124
1079.162,0.000040918
1079.158,0.00002038
1079.154,0.000040538
1079.15,0.000033269
1079.146,0.000033414
1079.142,0.000025741
1079.138,0.00002458
1079.134,0.000034276
1079.13,0.000037793
1079.126,0.000031593
1079.122,0.000031421
1079.118,0.000035844
1079.114,0.00004463
1079.11,0.000027532
1079.106,0.000040512
1079.102,0.000036108
1079.098,0.000040436
1079.094,0.000035003
1079.09,0.000014974
1079.086,0.000026136
1079.082,0.00002909
1079.078,0.000034015
1079.074,0.000031271
1079.07,0.000032178
1079.066,0.000029297
1079.062,0.000035196
1079.058,0.00004243
1079.054,0.000028978
1079.05,0.000034606
1079.046,0.000030741
1079.042,0.00002536
1079.038,0.0000249
1079.034,0.000032696
1079.03,0.000039993
1079.026,0.000030281
1079.022,0.000032349
1079.018,0.000037724
1079.014,0.000028338
1079.01,0.000031584
1079.006,0.000036863
1079.002,0.000038584
1078.998,0.00002242
1078.994,0.000031156
1078.99,0.000029221
1078.986,0.000027644
1078.982,0.00003658
1078.978,0.000021649
1078.974,0.000029938
1078.97,0.000030126
1078.966,0.00002894
1078.962,0.00002058
1078.958,0.000031417
1078.954,0.000015311
1078.95,0.000019835
1078.946,0.000029895
1078.942,0.000033694
1078.938,0.000025819
1078.934,0.000030266
1078.93,0.000040325
1078.926,0.00002696
1078.922,0.000029135
1078.918,0.00002635
1078.914,0.0000299
1078.91,0.000020811
1078.906,0.000011012
1078.902,0.000027792
1078.898,0.000021798
1078.894,0.00002558
1078.89,0.000029805
1078.886,0.000027837
1078.882,0.000028909
1078.878,0.000021637
1078.874,0.0000218
1078.87,0.0000232
1078.866,0.0000355
1078.862,0.00001085
1078.858,0.000022674
1078.854,0.000040461
1078.85,0.000027401
1078.846,0.00002497
1078.842,0.000029579
1078.838,0.000029949
1078.834,0.000022493
1078.83,0.000025483
1078.826,0.000020721
1078.822,0.000036847
1078.818,0.000024234
1078.814,0.000034485
1078.81,0.000035567
1078.806,0.00002501
1078.802,0.000015936
1078.798,0.00003168
1078.794,0.0000225
1078.79,0.00002667
1078.786,0.000033169
1078.782,0.000018082
1078.778,0.000014121
1078.774,0.0000269
1078.77,0.000018012
1078.766,0.000024715
1078.762,0.00002944
1078.758,0.000025039
1078.754,0.000021659
1078.75,0.000016943
1078.746,0.000025604
1078.742,0.000027061
1078.738,0.000025285
1078.734,0.000027285
1078.73,0.000015545
1078.726,0.00002368
1078.722,0.0000186
1078.718,0.000019743
1078.714,0.000020683
1078.71,0.000030153
1078.706,0.000033358
1078.702,0.000031445
1078.698,0.000016906
1078.694,0.000027699
1078.69,0.000021294
1078.686,0.00002366
1078.682,0.000024993
1078.678,0.000025815
1078.674,0.000021276
1078.67,0.000022272
1078.666,0.00002601
1078.662,0.00001315
1078.658,0.000024871
1078.654,0.000020162
1078.65,0.000023201
1078.646,0.000017434
1078.642,0.000021606
1078.638,0.00002052
1078.634,0.000024995
1078.63,0.000028525
1078.626,0.000027125
1078.622,0.000025917
1078.618,0.000021884
1078.614,0.000021267
1078.61,0.000017161
1078.606,0.00003156
1078.602,0.00001379
1078.598,0.000013948
1078.594,0.00002612
1078.59,0.000025798
1078.586,0.000018739
1078.582,0.000022443
1078.578,0.000022315
1078.574,0.000029453
1078.57,0.000011354
1078.566,0.000020554
1078.562,0.000020124
1078.558,0.000023008
1078.554,0.000015151
1078.55,0.00002141
1078.546,0.000020011
1078.542,0.000010162
1078.538,0.00002592
1078.534,0.000020984
1078.53,0.000022914
1078.526,0.000010904
1078.522,0.000017429
1078.518,0.000022889
1078.514,0.000023563
1078.51,0.000023969
1078.506,0.000022044
1078.502,0.000007798
1078.498,0.000025291
1078.494,0.000014313
1078.49,0.000020888
1078.486,0.000019952
1078.482,0.000016229
1078.478,0.000018251
1078.474,0.000017331
1078.47,0.000021877
1078.466,0.000021015
1078.462,0.000022153
1078.458,0.000017261
1078.454,0.000035876
1078.45,0.00002501
1078.446,0.000011171
1078.442,0.000011064
1078.438,0.000015045
1078.434,0.00001291
1078.43,0.000015645
1078.426,0.000014466
1078.422,0.000017356
1078.418,0.000018794
1078.414,0.00002033
1078.41,0.000028574
1078.406,0.000018166
1078.402,0.000021961
1078.398,0.000022609
1078.394,0.000017691
1078.39,0.000016643
1078.386,0.000022202
1078.382,0.000020231
1078.378,0.000019242
1078.374,0.000020577
1078.37,0.000014741
1078.366,0.00001541
1078.362,0.000025552
1078.358,0.000026844
1078.354,0.000021918
1078.35,0.000009914
1078.346,0.000017906
1078.342,0.00001576
1078.338,0.000024174
1078.334,0.000016978
1078.33,0.000015313
1078.326,0.000009653
1078.322,0.000027851
1078.318,0.000018198
1078.314,0.000014265
1078.31,0.000016931
1078.306,0.000021616
1078.302,0.00002071
1078.298,0.000011288
1078.294,0.000009261
1078.29,0.00001817
1078.286,0.000010148
1078.282,0.000016366
1078.278,0.000017915
1078.274,0.000011178
1078.27,0.000010951
1078.266,0.000016421
1078.262,0.000025501
1078.258,0.00001224
1078.254,0.00001895
1078.25,0.000018617
1078.246,0.000011935
1078.242,0.000008075
1078.238,0.000014006
1078.234,0.0000183
1078.23,0.000007581
1078.226,0.000012687
1078.222,0.000017986
1078.218,0.000014524
1078.214,0.0000217
1078.21,0.000018896
1078.206,0.00001145
1078.202,0.000011657
1078.198,0.000011142
1078.194,0.00001095
1078.19,0.0000218
1078.186,0.000015504
1078.182,0.000014406
1078.178,0.000019255
1078.174,0.000014209
1078.17,0.000006196
1078.166,0.000030778
1078.162,0.000009829
1078.158,0.000019635
1078.154,0.00000549
1078.15,0.00001507
1078.146,0.000012637
1078.142,0.000021521
1078.138,0.000021971
1078.134,0.000015247
1078.13,0.000013875
1078.126,0.00002497
1078.122,0.000009607
1078.118,0.000017612
1078.114,0.000012883
1078.11,0.000018052
1078.106,0.000008723
1078.102,0.00001268
1078.098,0.000012239
1078.094,0.000011647
1078.09,0.000014045
1078.086,0.000010977
1078.082,0.00001487
1078.078,0.000019428
1078.074,0.000004875
1078.07,0.000023485
1078.066,0.000017503
1078.062,0.000018087
1078.058,0.000017732
1078.054,0.000019401
1078.05,0.00001582
1078.046,0.00001188
1078.042,0.000011268
1078.038,0.000016786
1078.034,0.00002063
1078.03,0.00000682
1078.026,0.000013376
1078.022,0.000016761
1078.018,0.000011097
1078.014,0.000013146
1078.01,0.000007487
1078.006,0.000007731
1078.002,0.000021366
1077.998,0.000009108
1077.994,0.000011746
1077.99,0.00001079
1077.986,0.000012433
1077.982,0.000012041
1077.978,0.00001025
1077.974,0.000015062
1077.97,0.000010034
1077.966,0.00002006
1077.962,0.000017773
1077.958,0.000016159
1077.954,0.000025849
1077.95,0.000004465
1077.946,0.000010801
1077.942,0.00001051
1077.938,0.000003162
1077.934,0.000011493
1077.93,0.000010063
1077.926,0.000021017
1077.922,0.000010002
1077.918,0.000017658
1077.914,0.00001797
1077.91,0.00000983
1077.906,0.000013683
1077.902,0.000015028
1077.898,0.000004117
1077.894,0.000006207
1077.89,0.000017159
1077.886,0.000025547
1077.882,0.000018032
1077.878,0.00000998
1077.874,0.00001302
1077.87,0.000013502
1077.866,0.000016811
1077.862,0.000008641
1077.858,0.000005655
1077.854,0.000012
1077.85,0.000014544
1077.846,0.000008785
1077.842,0.000010706
1077.838,0.000016571
1077.834,0.000013457
1077.83,0.000011132
1077.826,0.000022262
1077.822,0.000022163
1077.818,0.000013573
1077.814,0.000017273
1077.81,0.000011621
1077.806,0.000015867
1077.802,0.00000975
1077.798,0.000004224
1077.794,0.000014006
1077.79,0.000010074
1077.786,0.000020858
1077.782,0.000012444
1077.778,0.0000078
1077.774,0.000013634
1077.77,0.000015935
1077.766,0.000020796
1077.762,0.000014206
1077.758,0.000011114
1077.754,0.00000931
1077.75,0.000011279
1077.746,0.000013983
1077.742,0.000013361
1077.738,0.000010931
1077.734,0.000013566
1077.73,0.000007064
1077.726,0.0000207
1077.722,0.000015038
1077.718,0.00001176
1077.714,0.000016163
1077.71,0.000010527
1077.706,0.00001821
1077.702,0.000013211
1077.698,0.000008725
1077.694,0.000002094
1077.69,8.90E-07
1077.686,0.000011567
1077.682,0.000011965
1077.678,0.000012053
1077.674,0.000013198
1077.67,0.000010816
1077.666,0.000004549
1077.662,0.000016586
1077.658,0.000008841
1077.654,0.000009562
1077.65,0.000011594
1077.646,0.000005551
1077.642,0.000011369
1077.638,0.000018609
1077.634,0.00001645
1077.63,0.00001032
1077.626,0.000013323
1077.622,0.000010875
1077.618,0.000009554
1077.614,0.000003525
1077.61,0.000013688
1077.606,0.000007697
1077.602,0.00002215
1077.598,0.00000848
1077.594,0.000014938
1077.59,0.000008496
1077.586,0.000007393
1077.582,0.000001228
1077.578,0.000011961
1077.574,0.000010355
1077.57,0.000011109
1077.566,0.000005378
1077.562,0.000017384
1077.558,0.000007536
1077.554,0.000008699
1077.55,0.000010659
1077.546,0.000010558
1077.542,0.00002202
1077.538,0.000007377
1077.534,0.000008694
1077.53,0.000004173
1077.526,0.000009128
1077.522,0.000012518
1077.518,0.00001152
1077.514,0.000007873
1077.51,0.000005792
1077.506,0.000007978
1077.502,0.000013052
1077.498,0.000019148
1077.494,0.00001554
1077.49,0.000008113
1077.486,0.000010991
1077.482,0.000012453
1077.478,0.000011489
1077.474,0.000010524
1077.47,0.000007761
1077.466,0.000008489
1077.462,0
1077.458,0.000004946
1077.454,0.000007216
1077.45,0.000017051
1077.446,0.000005077
1077.442,0.00001827
1077.438,0.00000631
1077.434,0.000011523
1077.43,0.0000138
1077.426,0.000008106
1077.422,0.00000952
1077.418,0.00000855
1077.414,0.000010239
1077.41,0.00000882
1077.406,0.000006128
1077.402,0.000010134
1077.398,0.00000472
1077.394,0.000014226
1077.39,0.000002895
1077.386,0.000009905
1077.382,0.000009302
1077.378,0.0000079
1077.374,0.00001712
1077.37,0.000013437
1077.366,0.000011725
1077.362,0.000012529
1077.358,0.000010267
1077.354,0.000005998
1077.35,0.000016507
1077.346,0.00001799
1077.342,0.00001311
1077.338,0.000003225
1077.334,0.000011501
1077.33,0.000015307
1077.326,0.000006587
1077.322,0.000006675
1077.318,0.000013697
1077.314,0.000008346
1077.31,0.000013915
1077.306,0.000008212
1077.302,0.0000061
1077.298,0.00000842
1077.294,0.000008888
1077.29,0.000016172
1077.286,0.000003392
1077.282,0.000013761
1077.278,0.000003531
1077.274,0.00000826
1077.27,0.000008592
1077.266,0.000014254
1077.262,0.00000936
1077.258,0.00000649
1077.254,0.0000151
1077.25,0.000013706
1077.246,0.000008023
1077.242,0.00000467
1077.238,0.000007791
1077.234,0.00001006
1077.23,0.000006792
1077.226,0.00001019
1077.222,0.000009189
1077.218,0.000008063
1077.214,0.00000461
1077.21,0.000015791
1077.206,0.000008947
1077.202,0.000009772
1077.198,0.000014228
1077.194,0.000004428
1077.19,0.000012305
1077.186,0.000010796
1077.182,0.000003828
1077.178,0.000004396
1077.174,0.000005102
1077.17,0.000011335
1077.166,0.000005835
1077.162,0.00001147
1077.158,0.00000377
1077.154,0.000007871
1077.15,0.000003232
1077.146,0.000019496
1077.142,0.000011054
1077.138,0.000005688
1077.134,0.000003115
1077.13,0.000011628
1077.126,0.000010285
1077.122,0.000010177
1077.118,0.000007585
1077.114,0.0000141
1077.11,0.000005509
1077.106,0.000007744
1077.102,0.000008147
1077.098,0.00000604
1077.094,0.000007966
1077.09,0.0000093
1077.086,0.000019592
1077.082,0.000014456
1077.078,9.62E-07
1077.074,0.000008512
1077.07,0.000006661
1077.066,0.000008912
1077.062,0.000011435
1077.058,0.000002208
1077.054,0.000006246
1077.05,0.000003628
1077.046,0.000007395
1077.042,0.000007613
1077.038,0.000008927
1077.034,0.000012581
1077.03,0.000022807
1077.026,0.000009079
1077.022,0.000005805
1077.018,0.000006359
1077.014,0.000011473
1077.01,0.000009068
1077.006,0.00000541
1077.002,0.0000085
1076.998,0.000011741
1076.994,0.000014368
1076.99,0.000004565
1076.986,0.000013881
1076.982,0.000018254
1076.978,0.000011052
1076.974,0.000003599
1076.97,0.000009008
1076.966,0.00001318
1076.962,0.00000196
1076.958,0.000006936
1076.954,0.000008377
1076.95,0.000002456
1076.946,0.000013552
1076.942,0.000012659
1076.938,0.000004596
1076.934,0.00000454
1076.93,0.000013332
1076.926,0.000017173
1076.922,0.00001284
1076.918,0.000005429
1076.914,0.000005266
1076.91,0.000005095
1076.906,0.000011715
1076.902,0.000005492
1076.898,0.00000434
1076.894,0.000008266
1076.89,0.0000157
1076.886,0.00000357
1076.882,0.000011267
1076.878,0.00000803
1076.874,0.000008236
1076.87,0.000009492
1076.866,0.00000684
1076.862,0.00001348
1076.858,0.000007
1076.854,0.000010268
1076.85,0.000009789
1076.846,0.000005916
1076.842,0.000005841
1076.838,0.000006465
1076.834,0.000005923
1076.83,0.000008546
1076.826,0
1076.822,0.000007866
1076.818,0.000004692
1076.814,0.000006651
1076.81,0.0000097
1076.806,0.000006446
1076.802,0.000006652
1076.798,0.000017673
1076.794,0.000009238
1076.79,0.000005709
1076.786,0.000016126
1076.782,0.000015243
1076.778,0.000006378
1076.774,0.000005016
1076.77,0.000002689
1076.766,0.000003772
1076.762,0.000011434
1076.758,0.00000343
1076.754,0.000005578
1076.75,0.000006241
1076.746,0.000006032
1076.742,0.00001068
1076.738,0.000008838
1076.734,0.000007002
1076.73,0.000012178
1076.726,0.00000619
1076.722,0.000008406
1076.718,0.00000101
1076.714,0.000005553
1076.71,0.000009051
1076.706,0.000014743
1076.702,0.000009753
1076.698,0.00001009
1076.694,0.000010942
1076.69,0.000008794
1076.686,0.000002489
1076.682,0.000009727
1076.678,0.00001376
1076.674,0.000010094
1076.67,0.000003476
1076.666,0.000012617
1076.662,0.0000094
1076.658,2.90E-07
1076.654,0.000007628
1076.65,0.000011993
1076.646,0.000009603
1076.642,0.00000788
1076.638,0.000006325
1076.634,0.000004
1076.63,0.000010822
1076.626,0.000004093
1076.622,0.000007495
1076.618,0.000006305
1076.614,0.000005205
1076.61,0.00000499
1076.606,0.000012687
1076.602,0.000004734
1076.598,0.00001429
1076.594,0.00000663
1076.59,0.000003343
1076.586,0.000009407
1076.582,0.000006859
1076.578,0.000015644
1076.574,0.000010155
1076.57,0.000014794
1076.566,0.000007045
1076.562,0.000003614
1076.558,0.000011838
1076.554,0.000007162
1076.55,0.000004266
1076.546,0.00000418
1076.542,0.000015404
1076.538,0.000006133
1076.534,0.000004937
1076.53,0.00001159
1076.526,0.000010092
1076.522,0.000018197
1076.518,0.000010602
1076.514,0.000006655
1076.51,0.000006079
1076.506,0.00001483
1076.502,0.000002536
1076.498,0.000005288
1076.494,0.00001452
1076.49,0.000005772
1076.486,0.000001705
1076.482,0.00000479
1076.478,0.000002957
1076.474,0.000008281
1076.47,0.000007673
1076.466,0.000008679
1076.462,0.000009425
1076.458,0.000001413
1076.454,0
1076.45,0.000005426
1076.446,0.000001098
1076.442,0.000006995
1076.438,0.00000318
1076.434,0.00000336
1076.43,0.00000776
1076.426,0.000006216
1076.422,0.00000178
1076.418,0.000006358
1076.414,0.000006818
1076.41,0.000014661
1076.406,0.000014129
1076.402,0.000007378
1076.398,0.000010494
1076.394,0.000010904
1076.39,0
1076.386,0.000004504
1076.382,0.000006601
1076.378,0.00000364
1076.374,0.000003186
1076.37,0.000003622
1076.366,0.000006068
1076.362,0.000005818
1076.358,0.000001315
1076.354,0.000005834
1076.35,0.00001742
1076.346,0.000004322
1076.342,0.000005791
1076.338,0.000010203
1076.334,0.000006104
1076.33,0.000006576
1076.326,0.000011463
1076.322,0.000007029
1076.318,0.000003704
1076.314,0.000010425
1076.31,0.000010193
1076.306,5.45E-07
1076.302,0.000010939
1076.298,0.000007872
1076.294,0.000020195
1076.29,0.00000648
1076.286,0.000004532
1076.282,0.00000392
1076.278,1.14E-07
1076.274,0.000010499
1076.27,0.000001828
1076.266,9.96E-07
1076.262,0.000009627
1076.258,0.000005064
1076.254,0.000010218
1076.25,0.00000572
1076.246,0.00000915
1076.242,0.0000141
1076.238,0.000006085
1076.234,0.000013417
1076.23,9.99E-07
1076.226,0.000004386
1076.222,0.000011408
1076.218,0.000002229
1076.214,0.000010989
1076.21,0.000002313
1076.206,0.000006095
1076.202,0.000006384
1076.198,0.000004132
1076.194,0.000002848
1076.19,0.000008588
1076.186,0.000012636
1076.182,0.000002564
1076.178,0.000008014
1076.174,0.000005405
1076.17,0.000010561
1076.166,0.000009141
1076.162,0.000001575
1076.158,0.000009233
1076.154,0.00001745
1076.15,0.000001678
1076.146,0.000007473
1076.142,0.000020704
1076.138,0.000007879
1076.134,1.95E-07
1076.13,0.000011406
1076.126,0.000007217
1076.122,0.000004251
1076.118,0.000015975
1076.114,0.000005538
1076.11,0.000012158
1076.106,0.000001215
1076.102,0.000010663
1076.098,3.81E-07
1076.094,0.000006761
1076.09,0.000003735
1076.086,0.000007028
1076.082,0.000004281
1076.078,0.000004782
1076.074,0.000017
1076.07,0.000013234
1076.066,0.000011949
1076.062,0.000003183
1076.058,0.000005729
1076.054,0.000009807
1076.05,0.000004887
1076.046,9.80E-08
1076.042,0.00000625
1076.038,0.00001202
1076.034,0.00000625
1076.03,0.000005602
1076.026,0.000019958
1076.022,0.000005725
1076.018,0.000013863
1076.014,0.000009127
1076.01,0.000008215
1076.006,0.000014817
1076.002,8.24E-07
1075.998,0.00000637
1075.994,0.000002888
1075.99,0.00000554
1075.986,0.00000336
1075.982,0.000010192
1075.978,0.000007008
1075.974,0.000010125
1075.97,0.000011468
1075.966,0.000001391
1075.962,0.000010737
1075.958,0.000005835
1075.954,0.0000111
1075.95,0.000009936
1075.946,0.000008705
1075.942,0.000006832
1075.938,0.000012031
1075.934,0.000005226
1075.93,0.000004759
1075.926,0.000005621
1075.922,0.000005484
1075.918,0.000006834
1075.914,0.000008955
1075.91,0.000006294
1075.906,0.00000301
1075.902,0.00001324
1075.898,0.000005722
1075.894,0.000013944
1075.89,0.000013614
1075.886,0.0000063
1075.882,0.000001329
1075.878,0.000009352
1075.874,0.000008992
1075.87,0.000003688
1075.866,0.000007951
1075.862,6.92E-07
1075.858,0.000004839
1075.854,0.000004075
1075.85,0.000005428
1075.846,0.000009064
1075.842,0.000008633
1075.838,0.000003332
1075.834,0.000005873
1075.83,0.000004841
1075.826,0.00000435
1075.822,0.000001286
1075.818,0.00000812
1075.814,0.000008998
1075.81,0.000011765
1075.806,0.000006707
1075.802,0.000012014
1075.798,0.000012393
1075.794,0.000001384
1075.79,0.000001126
1075.786,0.000008596
1075.782,0.000005917
1075.778,0.000005186
1075.774,0.000007473
1075.77,0.000003997
1075.766,0.00000529
1075.762,0.000002064
1075.758,0.000007774
1075.754,0.00000321
1075.75,0.000008127
1075.746,0.000011756
1075.742,0.000001784
1075.738,0.000007258
1075.734,0.0000151
1075.73,9.87E-07
1075.726,0.000016937
1075.722,0.00000255
1075.718,0.000005328
1075.714,0.000003289
1075.71,0.000002711
1075.706,0.000008589
1075.702,0.000020055
1075.698,0.000007576
1075.694,0.000083012
1075.69,0.00000744
1075.686,0.00000376
1075.682,0.000012677
1075.678,0.00001046
1075.674,0.000014329
1075.67,0.000010617
1075.666,0.000010811
1075.662,0.000008752
1075.658,0.000004312
1075.654,0.000001515
1075.65,0.00001315
1075.646,0.000006311
1075.642,0
1075.638,0.000004379
1075.634,0.000008791
1075.63,0.000005702
1075.626,0.000005483
1075.622,0.000003602
1075.618,0.000010754
1075.614,0.000010771
1075.61,0.000006467
1075.606,0.000004593
1075.602,0.000010999
1075.598,0.00000561
1075.594,0.000008166
1075.59,0.000010084
1075.586,0.000005567
1075.582,0.000004304
1075.578,0.000008808
1075.574,0.000003077
1075.57,0.000009195
1075.566,0.000009269
1075.562,0.000010726
1075.558,0.000004638
1075.554,0.00000468
1075.55,0.000002746
1075.546,0.000007546
1075.542,0.00000637
1075.538,0.000007979
1075.534,0.000005192
1075.53,0.000006175
1075.526,0.00000309
1075.522,0.000004296
1075.518,5.02E-07
1075.514,0.000009778
1075.51,4.00E-07
1075.506,0.000004811
1075.502,0.000010728
1075.498,0.00000435
1075.494,0.000004337
1075.49,0.000002189
1075.486,0.000005071
1075.482,0.000008306
1075.478,0.000005568
1075.474,0.000002269
1075.47,0.00000673
1075.466,0.00000212
1075.462,8.76E-07
1075.458,0.000001227
1075.454,0.000001851
1075.45,0.000013735
1075.446,0.00000997
1075.442,0.000004904
1075.438,0.00001562
1075.434,0.000005216
1075.43,0.0000044
1075.426,0.000010664
1075.422,0.000008432
1075.418,0.000005867
1075.414,0.000002256
1075.41,0.000002376
1075.406,0.000003902
1075.402,0.00000565
1075.398,0.000021886
1075.394,0.000007346
1075.39,0.000004487
1075.386,0.000003962
1075.382,0.000012304
1075.378,0.000007741
1075.374,0.000005774
1075.37,0.000001335
1075.366,3.66E-07
1075.362,0.000007211
1075.358,5.36E-08
1075.354,0.000008003
1075.35,0.000002308
1075.346,0.00000434
1075.342,0.000005729
1075.338,0.000003309
1075.334,0.000005221
1075.33,0.000010934
1075.326,0.000004036
1075.322,1.40E-07
1075.318,0.000002678
1075.314,0.00000249
1075.31,2.53E-07
1075.306,0.000006482
1075.302,0.000004625
1075.298,0.000006197
1075.294,0.000003815
1075.29,0.000001569
1075.286,0.00001221
1075.282,0.000002861
1075.278,0.000012903
1075.274,0.000005987
1075.27,0.000010061
1075.266,0.0000041
1075.262,0.000009238
1075.258,0.000008897
1075.254,0.000005554
1075.25,0.000011259
1075.246,0.000009821
1075.242,0.000003656
1075.238,0.000002889
1075.234,0.00000469
1075.23,0.00000891
1075.226,0.000014838
1075.222,0.000005173
1075.218,0.000007316
1075.214,0.00000677
1075.21,0.000007457
